source,title,link,location_raw,company_name,description_raw,skills,skills_count,role,location_city,region,jogja_tag,jabodetabek_tag,scraped_at,roadmap_url,is_tech,score
jobstreet,Full Stack / Mobile Developer & AI Engineer,https://id.jobstreet.com/id/job/92065430,Jakarta Barat,PT Qonex Indonesia Solusi,"Job Desc:

Merancang, mengembangkan, dan memelihara aplikasi web dan mobile (Android & iOS) yang berkinerja tinggi dan andal sesuai dengan kebutuhan bisnis dan pengguna

Membangun dan mengelola aplikasi mobile cross-platform menggunakan Flutter React Native, atau Swift / Kotlin (native), termasuk integrasi dengan fitur perangkat (API, notifikasi, dll)

Membuat aplikasi Frontend berbasis web yang dinamis, responsif, dan ramah pengguna menggunakan React.js dan Vue.js

Membangun aplikasi Backend menggunakan Go (Golang), Node.js, dan PHP, dengan mematuhi praktik terbaik untuk keamanan dan pemeliharaan

Mengintegrasikan dan mengembangkan fitur berbasis AI (Artificial Intelligence) seperti chatbot, voice processing, automation, atau recommendation system menggunakan API atau model AI

Mengoptimalkan struktur dan kueri basis data dengan menggunakan MySQL, PostgreSQL, dan Redis untuk memastikan ketersediaan tinggi dan operasi data yang efisien

Menulis kode yang bersih, dapat dipelihara, terdokumentasi dengan baik, dan dapat diuji untuk mendukung pengembangan kolaboratif dan skalabilitas jangka panjang

Mengintegrasikan API pihak ketiga dan layanan eksternal untuk meningkatkan fungsionalitas aplikasi

Melakukan pengujian unit, pengujian integrasi, dan pengujian end-to-end untuk memastikan fungsionalitas dan stabilitas aplikasi

Melakukan konfigurasi, memelihara, dan mengelola pipeline CI/CD menggunakan untuk mendukung alur kerja yang efisien dan pengiriman aplikasi atau sistem secara otomatis

Mendiagnosa, memperbaiki, dan menyelesaikan masalah aplikasi dengan cepat untuk meminimalkan downtime dan meningkatkan pengalaman pengguna

Bekerja sama dengan tim produk, desainer, dan developer lainnya untuk menyelaraskan solusi teknis dengan tujuan bisnis dan kebutuhan pengguna

Menerapkan dan mempromosikan praktik terbaik dalam keamanan, pengoptimalan kinerja kode, skalabilitas, dan pemeliharaan selama siklus pengembangan

Berpartisipasi dalam evaluasi kode secara rutin untuk memastikan standar kualitas tinggi dan berbagi pengetahuan di dalam tim

Mengikuti perkembangan teknologi terbaru, khususnya di bidang AI dan automation, serta berkontribusi dalam peningkatan proses engineering tim

Membangun, menguji, dan mengoptimasi model AI/M

Melakukan improvement berkelanjutan terhadap performa aplikasi dan model AI




Technical Skills:

Menguasai pemrograman Python (wajib untuk AI development)

Menguasai web framework modern: React.js dan/atau Vue.js

Familiar dengan HTML5, CSS3, Tailwind / Bootstrap

Pengalaman membangun aplikasi mobile:

Flutter dan/atau React Native (cross-platform)

Swift (iOS) / Kotlin (Android) untuk native development

Berpengalaman membangun REST API &/atau GraphQL menggunakan:

Go (Golang)

Node.js (Express / NestJS)

PHP (Laravel / sejenisnya)

Menguasai database:

Relasional: MySQL, PostgreSQL

In-memory: Redis

Familiar dengan framework AI/ML/Deep Learning  seperti TensorFlow, PyTorch, atau sejenisnya

Berpengalaman dalam integrasi API (OpenAI, LLM, atau AI services lainnya)

Memahami konsep NLP (Natural Language Processing) menjadi nilai tambah




Soft Skills:

1. Problem-solving yang kuat dan analytical thinking

2. Mampu bekerja secara mandiri maupun dalam tim

3. Detail-oriented dan memiliki rasa ownership terhadap produk","android, api, cicd, css, express, flutter, go, graphql, html, ios, javascript, kotlin, laravel, node, php, python, pytorch, react, react native, redis, sql, swift, tailwind, tensorflow, testing, vue",26,backend,jakarta,Jabodetabek,False,True,2026-05-13 22:35:39,https://roadmap.sh/backend,True,84
jobstreet,Junior Software Engineer,https://id.jobstreet.com/id/job/91648206,Jakarta Raya,PT Technet Vision Indonesia,"Qualifications

Core Requirements

Bachelor’s degree in Computer Science, Software Engineering, Data Science, or related field.

1–3 years of professional experience in full-stack software development. Fresh graduate is welcome to apply.

Proficiency in front-end technologies: HTML, CSS, JavaScript, and frameworks such as React.js (preferred), Vue.js, or Angular.

Proven experience in back-end development using Node.js (preferred), Python, Java, Ruby, or similar languages.

Strong knowledge of SQL and NoSQL databases, including schema design and query optimization.

Experience in RESTful API development and integration.

Strong understanding of OOP principles and modern software development practices.

Hands-on experience with CI/CD pipelines, Git, and deployment to production environments.

Familiarity with Agile / Scrum development methodologies.




AI & Solution Architecture Skills

Experience implementing and deploying machine learning models and integrating AI into production systems.

Knowledge of LLM fine-tuning, prompt engineering, and AI deployment workflows.

Understanding of RAG pipelines, vector databases, and cloud-based AI architectures.

Ability to design, document, and present system architectures to both technical and non-technical audiences.




Additional Qualifications

Experience building LLM-based chatbots, AI automation platforms, or intelligent SaaS products.

Knowledge of LangChain, Pinecone, Weaviate, or other vector database solutions.

Familiarity with containerization and orchestration (Docker, Kubernetes).

Certifications such as AWS Machine Learning, Google Cloud AI Engineer, or Solution Architect Professional.




Responsibilities

Translate business requirements into technical system designs and end-to-end AI-driven solutions.

Develop and implement AI models and integrate them into full-stack applications.

Manage the entire software development lifecycle (SDLC) — from design to deployment.

Provide technical support and guidance during implementation and post-deployment phases.

Collaborate with cross-functional teams (data engineers, frontend developers, DevOps) to deliver complete solutions.

Advise the business team on AI trends, opportunities, and strategic innovation.

Design solutions with scalability, maintainability, and security in mind.

Recommend appropriate technologies, architectures, and frameworks based on client needs and project goals.

Serve as a technical consultant for stakeholders, presenting solutions and guiding decision-making.","agile, angular, api, aws, cicd, css, docker, gcp, git, html, java, javascript, jest, kubernetes, node, nosql, python, react, ruby on rails, scala, sql, testing, vue",23,backend,jakarta,Jabodetabek,False,True,2026-05-13 22:27:15,https://roadmap.sh/backend,True,75
jobstreet,Full Stack AI Developer,https://id.jobstreet.com/id/job/91502813,Jakarta Pusat,PT Kharsima Alpha Teknologi,"About the Role

We are looking for a Full Stack AI Engineer who can bridge the gap between advanced Artificial Intelligence and production-grade application development. In this role, you will not only build backend AI logic and integrate Large Language Models (LLMs); you will also design and develop the user interfaces and full-system architectures that make these tools accessible to our Operations, Product, and Engineering teams. You will own the entire lifecycle of internal AI products, from the database vector store to the React frontend.




Key Responsibilities:

End-to-End AI Application Development

Design, build, and maintain full-stack AI-enabled tools and dashboards, ensuring seamless integration between the frontend (UI) and backend AI services.

Develop intuitive user interfaces (using React) that allow non-technical stakeholders to interact with complex AI agents, chatbots, and automation workflows.

AI Integration & Backend Engineering

Integrate language models (LLMs) and AI components into existing platforms using Python and modern frameworks (e.g., LangChain, LangGraph).

Architect and develop robust RESTful APIs that serve AI model outputs to client applications with low latency.

Implement RAG (Retrieval-Augmented Generation) pipelines, managing both traditional databases (SQL) and vector databases for efficient context retrieval.

Collaboration & Strategy

Work closely with cross-functional stakeholders (Operations, Product) to translate business pain points into full-stack AI solutions.

Infrastructure & Quality

Assist in data preparation, model testing, and the deployment of containerized applications (Docker/Kubernetes) to cloud environments.

Participate in design reviews and code reviews for both frontend and backend stacks to ensure high engineering standards.

Monitor the performance of deployed models and applications, setting up observability for both system health (latency/errors) and model quality (hallucinations/accuracy).




Requirements:

Education & Experience

Bachelor’s degree in Computer Science, Engineering, or a related field.

2+ years of software development experience with a focus on full-stack web development.

Technical Skills (Full Stack)

Frontend: Proficiency in modern JavaScript/TypeScript frameworks (React) and CSS processors (Tailwind, SASS) for building responsive interfaces.

Backend: Expert-level proficiency in Python (for AI workloads) and experience with web frameworks (FastAPI, Django, or Flask). Experience with Node.js.

Databases: Strong grasp of SQL (PostgreSQL, MySQL) and experience with Vector Databases (Pinecone, Milvus, or pgvector).

AI & ML Capabilities

Familiarity with modern AI tools and frameworks (e.g., LangChain, LangGraph, Transformers, OpenAI APIs).

Solid understanding of key AI concepts: Prompt Engineering, Embeddings, RAG pipelines, and Multi-Agent systems.

Strong Computer Science fundamentals: algorithms, data structures, and systems design.

DevOps & Deployment

Exposure to deploying AI systems and web apps in production (e.g., CI/CD pipelines, Docker containers, AWS/GCP/Azure).

Experience managing state and asynchronous tasks (e.g., Redis, Celery, RabbitMQ) for handling long-running AI inference jobs.

Soft Skills

Strong analytical and problem-solving mindset with a willingness to experiment and iterate.

Passion for building practical, reliable AI systems that solve real internal problems at scale.

Why Join Us?

Opportunity to work in a dynamic and growing company with a commitment to innovation.

Collaborative work environment with a focus on continuous learning and development.","api, aws, azure, cicd, css, django, docker, fastapi, flask, gcp, java, javascript, jest, kubernetes, node, python, react, react native, redis, sql, tailwind, testing, typescript",23,backend,jakarta,Jabodetabek,False,True,2026-05-13 22:38:00,https://roadmap.sh/backend,True,75
jobstreet,Backend Programmer,https://id.jobstreet.com/id/job/92000167,Jakarta Raya,PT Nutech Integrasi,"Position Objective:

To develop, maintain, and optimise the web backend/API system in a reliable, secure, and efficient manner to support web, desktop, and mobile applications.

Education:

The candidate must hold a Bachelor’s degree (BSc) in Computer Science/Engineering, Telecommunications Engineering, Electrical/Electronic Engineering, another engineering discipline, or a related equivalent field.

Experience:

A minimum of 3–4 years of working experience as a backend programmer.

Technical Skills:

Proficiency in backend programming languages such as JavaScript, Java, Go, PHP, Python, or others.

Strong command of advanced JavaScript libraries and frameworks such as Node.js, Express.js, or Next.js.

A solid understanding of RESTful APIs.

Mastery of both relational (RDBMS) and NoSQL databases, specifically PostgreSQL and MongoDB.

Proficiency with source-code versioning tools such as GitLab.

Understanding of session management concepts in a distributed server environment.

Knowledge of user authentication and authorization across systems, servers, and varied environments (for example using JWT).

Understanding of system accessibility principles and compliance with security standards.

Awareness of and ability to apply OWASP security principles.

Basic knowledge of frontend technologies and platforms such as JavaScript, HTML5, and CSS3.

Solid comprehension of server-side CSS preprocessors such as LESS and SASS.

Capability to integrate various data sources and databases into a unified system.

Ability to manage hosting, including database administration and application scaling in response to changing loads.

Experience in data migration, data transformation, and scripting.

Capability to set up and administer a backup system.

Ability to produce output data in various formats as required.

Competency in designing database schemas that reflect and support business processes.

Ability to implement automated testing platforms and unit testing.

Understanding message brokers.

Responsibilities:

Develop web-based APIs according to client needs and specifications.

Ensure all development adheres to the technical standards and guidelines established by the client.

Perform application analysis, programming, testing, debugging, and bug fixing.

Conduct application testing — including unit tests and integration tests.

Execute load testing based on scenarios agreed upon with the client.

Carry out application deployment to the production environment.

Build reusable code and libraries for future development.

Optimise the application to achieve maximum performance and scalability.

Implement system security and data protection across all backend processes.

Design and implement efficient and reliable data storage solutions.","accessibility, api, automation, css, database, express, git, go, html, java, javascript, mongodb, nextjs, node, nosql, php, python, scala, security, sql, testing",21,backend,jakarta,Jabodetabek,False,True,2026-05-13 22:25:42,https://roadmap.sh/backend,True,69
jobstreet,Quality Assurance (Internship),https://id.jobstreet.com/id/job/92038778,Bandung Barat,PT Lincah Cipta Harapan,"Qualifications: 

Bachelor's degree in Computer Science, Information Technology, or related field

A deep understanding of software testing concepts, methodologies, and tools, including but not limited to K6, Selenium, Cypress, NewRelic, Katalon, Cucumber, Firebase Testlab, and SonarQube. 

Proficiency in programming languages such as Go, Python, Vue.Js, TypeScript, Kotlin, Flutter, Swift iOS, NodeJs, SQL and NoSQL. Your ability to read and comprehend code is vital for effective testing. 

Proficient in using Cypress Automation JS, familiar with Page Object Model, Mochawasome Report.

Familiarity with Katalon automation is a plus. 

Familiar with using Postman Test API. 

Familiar with Mobile Testing manually/automation. 

Strong verbal and written communication skills are crucial, enabling you to articulate testing outcomes clearly and collaborate seamlessly with the team. 

A keen eye for detail is essential, ensuring meticulous testing and precise bug reporting. Your ability to identify intricate testing scenarios creatively sets you apart. 

Proficiency in automation testing using common tools for backend, frontend web, and mobile platforms (Android & iOS) is necessary. 

Previous experience in software testing or software development, especially with tools like Testrail / Testcollab and within Agile and Scrum frameworks, is a significant advantage. 

Proven ability to thrive under pressure, delivering high-quality results within tight deadlines. 

Can join as soon as possible




Your key responsibilities include: 

Comprehensive Testing: Expertly conduct both functional and non-functional testing, employing advanced tools like K6, Selenium, Cypress, NewRelic, Katalon, Cucumber, Firebase Testlab, and SonarQube to guarantee the software's robustness.

Strategic Testing: Contribute to designing meticulous testing strategies, scenarios, and plans, aligning them precisely with business and technical requirements. Your knack for creating innovative testing scenarios will be invaluable. 

Defect Documentation: Clearly document any defects or issues discovered during testing and meticulously report them to our development team, ensuring swift resolution and a seamless development cycle. 

Continuous Monitoring: Maintain a vigilant eye on software quality throughout the development lifecycle, swiftly identifying and addressing potential issues to maintain the highest standards. 

Automation Expertise: Collaborate in developing automated testing scripts, streamlining retesting and regression testing processes for increased efficiency and accuracy. 

Effective Communication: Work closely with cross-functional teams, including developers, business analysts, and stakeholders, to grasp requirements thoroughly and communicate testing outcomes effectively, both orally and in writing. 

Product Documentation: Create comprehensive and precise product documentation, ensuring that every aspect of our software's functionality is well-documented for future reference.

Having knowledge of Odoo or experience in testing Odoo-based systems will be considered a strong plus.","agile, android, automation, firebase, flutter, go, ios, javascript, jest, kotlin, node, nosql, postman, python, quality assurance, selenium, sql, swift, testing, typescript, vue",21,frontend,bandung,Jawa Barat,False,False,2026-05-13 22:47:38,https://roadmap.sh/frontend,True,68
jobstreet,Middle AI Engineer,https://id.jobstreet.com/id/job/91915991,Banten,PT Fata Organa Solusi,"Here's the updated version with years of experience added:

Role Description

We are seeking a motivated and detail-oriented Middle AI Engineer to join our engineering team at PT Fata Organa Solusi. In this role, you will focus on designing, building, and deploying AI-powered solutions, integrating large language models (LLMs) into production systems, and developing machine learning pipelines that deliver real business value. You will collaborate closely with product, data, and software engineering teams to translate business problems into AI solutions, fine-tune and evaluate models, and ensure the reliability and scalability of AI services in production. This is an excellent opportunity for a highly responsible individual with a passion for artificial intelligence, applied machine learning, and emerging LLM technologies who is eager to grow within a supportive, innovation-focused environment. Your technical skills and commitment to good teamwork will be essential in delivering robust and impactful AI solutions.

Responsibilities:

You will design, implement, and maintain AI/ML pipelines covering data preparation, model training, evaluation, and deployment using frameworks such as PyTorch, TensorFlow, scikit-learn, or similar.

You will build and integrate LLM-based applications using APIs and frameworks such as OpenAI, Anthropic Claude, Azure OpenAI, LangChain, LlamaIndex, or similar, including prompt engineering, RAG (Retrieval-Augmented Generation), and agentic workflows.

You will develop and maintain vector databases and embedding pipelines (e.g., Pinecone, Weaviate, Qdrant, pgvector, FAISS) to support semantic search and retrieval use cases.

You will deploy AI models and services to production using containerization (Docker) and cloud platforms such as Azure, AWS, or Google Cloud Platform, ensuring scalability, latency, and cost efficiency.

You will implement evaluation frameworks, guardrails, and monitoring for AI systems to track model performance, hallucinations, drift, and safety in production.

You will collaborate with product and engineering teams to translate business requirements into AI solutions, define success metrics, and iterate based on feedback and data.

You will fine-tune, adapt, and optimize models (including small language models, embeddings, and classical ML models) when off-the-shelf solutions are insufficient.

You will manage version control workflows for code, prompts, datasets, and models, including reproducibility and experiment tracking using tools like Git, MLflow, or Weights & Biases.

You will troubleshoot AI/ML system issues, applying strong problem-solving skills to diagnose problems across data, model, and infrastructure layers.

You will document model designs, prompt strategies, evaluation results, and operational runbooks to maintain knowledge across the team.

You will proactively engage in self-learning to keep up with the rapidly evolving AI landscape, and if necessary, be willing to unlearn and relearn methods to maintain industry best practices.

Requirements:

Minimum 3 years of professional experience in AI/ML engineering, data science, or a closely related software engineering role, with at least 1 year working on AI/LLM-based applications in production.

Solid understanding of machine learning fundamentals (supervised/unsupervised learning, evaluation metrics, overfitting, regularization, etc.).

Hands-on experience building applications with LLMs through APIs (OpenAI, Anthropic, Azure OpenAI, or similar) and/or open-source models (Llama, Mistral, Qwen, or similar).

Strong proficiency in Python, including common libraries such as NumPy, pandas, and at least one ML framework (PyTorch, TensorFlow, or scikit-learn).

Experience with at least one cloud platform: Azure, AWS, or Google Cloud Platform, including their AI/ML services.

Experience with containerization technologies, particularly Docker.

Practical experience with prompt engineering, RAG architectures, embeddings, and vector search.

Experience building and consuming RESTful APIs, with familiarity in frameworks such as FastAPI or Flask.

Experience with any RDBMS systems: SQL Server, PostgreSQL, MySQL, or similar, with solid SQL proficiency.

Strong understanding of Git concepts (branching, PR, commit, merge, tagging).

Strong sense of responsibility, good teamwork, and communication skills.

Strong problem-analyzing and problem-solving skills, with good debugging ability across data, code, and model layers.

Willingness to self-learn new things, and if necessary, unlearn and relearn methods, especially given the fast pace of AI advancement.

Fluent in English, proven by an interview in English (equivalent to at least 525 TOEFL PBT or 5.5 IELTS or 55 TOEFL iBT).

Advantageous if:

Have experience deploying AI/ML models to production at scale (model serving, batching, GPU optimization).

Experience with agentic frameworks and tool use (LangChain, LlamaIndex, LangGraph, AutoGen, or similar).

Exper","api, aws, azure, database, docker, fastapi, flask, gcp, git, jest, numpy, pandas, python, pytorch, ruby on rails, scala, sklearn, sql, tensorflow",19,ai/ml,tangerang,Jabodetabek,False,True,2026-05-13 22:45:44,https://roadmap.sh/ai-data-scientist,True,63
jobstreet,Software Engineer Internship,https://id.jobstreet.com/id/job/91761487,Tangerang,OPPO Indonesia,"Contract Duration: 3 Months (May - July 2026)

Location: Jl Kawasan Industri Bayur, Tangerang (Full WFO)




Key Responsibilities:

Design and test the web-based dashboard to optimize manufacturing flow and capacity

Develop lightweight Generative AI chatbots to provides step-by-step guidance from internal & external resources

Deploy AI solutions on-premise integrated with production requirement databases

Coordinate cross-functionally with the supply chain team to align technology solutions with business needs




Requirements:

Frontend skills: React.js (include Next.js), Tailwind CSS, shadcn/ui, Recharts & Chart.js, Axios, Three.js (3D Model Library)

Backend skills: REST API, JSON Web Token, PostgreSQL, FastAPI, Web Scraping (BeautifulSoup Phyton), Data Manipulation (NumPy, Pandas), OpenPyXL, Network & Security

Programming languages: Phyton, JavaScript/Typescript, SQL, Go

Tools & Technologies: Git/GitHub (Version Control), Postman, TamperMonkey (Browser Script), Wireshark (Network Analysis)

In-depth understanding of AI/ML, especially Machine Learning and Generative AI in manufacturing optimization

Experience integrating on-premise AI solutions with production systems or internal databases

Strong data analysis, cross-functional collaboration, communication, and teamwork in a multidisciplinary environment

Available for a 3-month internship (Full WFO arrangement)","api, css, fastapi, git, go, java, javascript, jest, nextjs, numpy, pandas, postman, react, sql, tailwind, typescript, wireshark",17,it-general,tangerang,Jabodetabek,False,True,2026-05-13 22:24:22,https://roadmap.sh/computer-science,True,60
jobstreet,Full Stack Software Engineer (CAD Rooms Cloud PDM),https://id.jobstreet.com/id/job/91584877,Jakarta Raya,Cavalry Collective Pte. Ltd,"About the Role

We are looking for a talented Full Stack Software Engineer to join our engineering team. In this
role, you will design, build, and maintain scalable web applications and services across the
entire technology stack. You will collaborate closely with product managers, designers, and
fellow engineers to deliver high-quality software that powers our platform and delights our users.


Responsibilities

Design, develop, and maintain full stack applications using TypeScript across frontend
and backend services.

Build and manage containerized applications and development environments with
Docker.

Design, implement, and optimize PostgreSQL database schemas, queries, and
migrations.

Collaborate with cross-functional teams to translate product requirements into robust,
scalable technical solutions.

Write clean, well-tested, and well-documented code following engineering best practices.

Participate in code reviews and contribute to improving team development processes
and tooling.

Troubleshoot and resolve production issues, ensuring high availability and performance
of services.

Contribute to architectural decisions and help shape the technical direction of the
platform.


Required Qualifications

3+ years of professional experience in full stack software development.

Strong proficiency in TypeScript for both frontend (React, Next.js, or similar) and
backend (Node.js) development.

Hands-on experience with Docker for containerization, orchestration, and local
development workflows.

Solid experience designing and working with PostgreSQL, including schema design,
query optimization, and migrations.

Familiarity with RESTful APIs and/or GraphQL.

Experience with version control systems (Git) and CI/CD pipelines.

Strong problem-solving skills and a passion for writing high-quality, maintainable code.

Excellent communication and collaboration skills in a team environment.


Nice to Have

Experience with advanced PostgreSQL features such as trigger functions, Row Level
Security (RLS), stored procedures, and database access policies.

Experience with Deno as an alternative or complement to Node.js for backend
development.

Experience with AWS services (EC2, S3, Lambda, RDS, ECS, or similar).

Proficiency or working knowledge of Golang for building performant backend services or
microservices.

Proficiency or working knowledge of Rust, particularly for maintaining and developing
our desktop application built with Tauri.

Experience with 3D-related engineering, such as WebGL, Three.js, Unity, Unreal
Engine, or real-time rendering pipelines.

Familiarity with infrastructure-as-code tools (Terraform, CloudFormation) and
Kubernetes.

Experience with performance profiling, monitoring, and observability tools.","api, aws, cicd, docker, git, go, graphql, javascript, kubernetes, nextjs, node, react, rust, scala, sql, terraform, typescript",17,fullstack,jakarta,Jabodetabek,False,True,2026-05-13 22:28:41,https://roadmap.sh/full-stack,True,57
jobstreet,AI Engineer Internship,https://id.jobstreet.com/id/job/91578213,Tangerang,OPPO Indonesia,"Contract Duration: 6 Months (April - October 2026)

Location: Jl Kawasan Industri Bayur, Tangerang (Full WFO)


Key Responsibilities:

Develop lightweight Generative AI chatbots for production data analysis, including predictive maintenance and quality control.

Implement Computer Vision systems to automate AI Detection

Develop Predictive Maintenance models that leverage historical variables to forecast equipment needs, directly enhancing Industry 4.0 operational efficiency.

Build and maintain secure on-premise AI/ML solutions using FastAPI, PostgreSQL, and Python.


Requirements:

Active university student

Frontend Skills: React.js (including Next.js), Tailwind CSS, shadcn/ui

Backend Skills: FastAPI, PostgreSQL (Database), Data manipulation (NumPy, Pandas)

Programing Languages: Typescript, Phyton

AI Skills: Transformers (model architecture), Anomalib (Anomaly Detection), Torch (base model, vision model, audio model), Ollama (LLM and LV) // Assuming LV refers to Large Vision models or similar, Cerebras/OpenAI API (AI API), YOLO (Computer Vision), OpenCV (Image annotation), LangChain (RAG & AI Pipeline), SentenceTransformers (RAG), xTTS (TTS model), Whisper (STT model)

Tools & Technologies: Git (Version Control), Hugging Face (models repository), Label Studio (data labelling)","css, fastapi, git, javascript, jest, nextjs, numpy, pandas, python, pytorch, quality assurance, react, sql, tailwind, typescript",15,ai/ml,tangerang,Jabodetabek,False,True,2026-05-13 22:28:57,https://roadmap.sh/ai-data-scientist,True,54
jobstreet,AI Engineer,https://id.jobstreet.com/id/job/92062006,Kebon Jeruk,PT ILOGO INFRALOGY,"AI  Engineer dengan basic fundamental yang kuat, familiar dengan Go, JavaScript, React/Vue/Svelte, Next.js, SQL/NoSQL, Mampu mengintegrasikan AI/LLM ke dalam alur pengembangan. Membantu dalam ide pengembangan produk, memahami kebutuhan pasar, dan mampu memanfaatkan AI secara efisien sebagai force multiplier.

Tanggung Jawab:

Merancang dan mengembangkan aplikasi web base. API, serta microservice menggunakan Go dan JavaScript/TypeScript.

⁠Membangun UI responsif & performan dengan React, Vue.js, atau Svelte + Next.js.

Mendesain & mengoptimasi database (MySQL, PostgreSQL, NoSQL) sesuai use-case.

Mengintegrasikan model LLM/AI secara aman, terukur, dan efisien (prompt engineering, RAG, API orchestration, caching, evaluasi).

⁠Berpartisipasi dalam perencanaan fitur, arsitektur sistem, dan code review.

⁠Menerapkan praktik CI/CD dasar untuk otomatisasi testing, build, & deployment.

Riset kebutuhan pasar menjadi solusi teknis yang scalable & bernilai bisnis.




Kualifikasi Teknis (Hard Skills):

Familiar dengan bahasa Go (Golang) & JavaScript/TypeScript.

⁠Terbiasa menggunakan fremework NextJS atau cross platform React/Vue sebagai UI (Frontend).

RESTful/GraphQL, Go frameworks, manajemen state & routing pada Backend.

Terbiasa menggunakan RDBMS SQL (MySQL, PostgreSQL) atau NoSQL. Paham indexing, query optimization, transaction, & data modeling.

Mampu mengintegrasikan API LLM, prompt engineering, RAG konsep, tool/function calling, optimasi biaya & latensi.

CI/CD & DevOps dasar, GitHub Actions/GitLab CI, Docker, dasar deployment & environment management.

Memiliki fundamental yang kuat, Algoritma & struktur data, design patterns, Git workflow, testing, clean code, dasar sistem terdistribusi.","api, cicd, database, docker, git, go, graphql, java, javascript, nextjs, nosql, react, scala, sql, typescript, vue",16,frontend,tangerang,Jabodetabek,False,True,2026-05-13 22:32:46,https://roadmap.sh/frontend,True,54
